codigo_ocorrencia2,aeronave_matricula,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_pmd,aeronave_ano_fabricacao,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
45731,PRLYD,AVIÃO,CESSNA AIRCRAFT,T210L,C210,PISTÃO,MONOMOTOR,1724,1975.0,PARTICULAR,BRIGADEIRO LYSIAS RODRIGUES,FORMOSA,SUBIDA,SUBSTANCIAL,0
45732,PTGGE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201,IPAN,PISTÃO,MONOMOTOR,1800,1975.0,AGRÍCOLA,JPO,JPO,OUTRA FASE,SUBSTANCIAL,1
45733,PUVJO,ULTRALEVE,***,CONQUEST 180,ULAC,PISTÃO,MONOMOTOR,650,2007.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45734,PTNKJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,P28R,PISTÃO,MONOMOTOR,1202,1977.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,SUBSTANCIAL,0
45746,PUAJO,ULTRALEVE,***,AA-155,ULAC,PISTÃO,MONOMOTOR,500,2008.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,DESTRUÍDA,2
45747,PTDRR,AVIÃO,BEECH AIRCRAFT,V35B,BE35,PISTÃO,MONOMOTOR,1542,1971.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45748,PTRTH,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1983.0,PARTICULAR,PRESIDENTE CASTRO PINTO,PINTO MARTINS,POUSO,SUBSTANCIAL,0
45749,PTLSL,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1981.0,PARTICULAR,BACACHERI,BANESPA REPÚBLICA,POUSO,SUBSTANCIAL,0
45750,PPZFE,AVIÃO,NORTH AMERICAN,TROJAN T-28B,ZZZZ,PISTÃO,MONOMOTOR,3056,1955.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,2
45751,PRBTW,AVIÃO,BEECH AIRCRAFT,C-45H,BE18,PISTÃO,BIMOTOR,3969,1953.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
45752,PPHPA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PAUL,PISTÃO,MONOMOTOR,660,1963.0,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,FORA DE AERODROMO,POUSO,LEVE,0
45753,PPGFC,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1992.0,PARTICULAR,FAZENDA SANTO ÂNGELO,POUSO ALEGRE,POUSO,SUBSTANCIAL,0
45754,PPFLH,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1990.0,INSTRUÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
45755,PRDIX,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,2155,2000.0,TÁXI AÉREO,GUARARAPES - GILBERTO FREYRE,OSCAR LARANJEIRAS,POUSO,SUBSTANCIAL,0
45756,PTEDC,AVIÃO,EMBRAER,EMB-820C NAVAJO,PA31,PISTÃO,BIMOTOR,3175,1976.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
45757,PPWCA,AVIÃO,BEECH AIRCRAFT,C90,BE9L,TURBOÉLICE,BIMOTOR,4377,2002.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OUTRA FASE,DESTRUÍDA,1
45759,PRCRR,AVIÃO,CESSNA AIRCRAFT,T206H,C206,PISTÃO,MONOMOTOR,1633,2008.0,PARTICULAR,ALBERTO ALCOLUMBRE,MAESTRO WILSON FONSECA,INDETERMINADA,DESTRUÍDA,2
45773,PRNHB,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,6600,2006.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
45774,PRGNC,AVIÃO,BEECH AIRCRAFT,G58,BE58,PISTÃO,BIMOTOR,2495,2008.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45775,PRDDB,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,DV20,PISTÃO,MONOMOTOR,800,2009.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
45776,PTTTL,AVIÃO,AEROSPATIALE AND ALENIA,ATR-42-300,AT43,TURBOÉLICE,BIMOTOR,16900,1990.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
45777,PRAZD,AVIÃO,EMBRAER,ERJ 190-100 IGW,E190,JATO,BIMOTOR,51800,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
45778,PTLTH,AVIÃO,BEECH AIRCRAFT,58P,BE58,PISTÃO,BIMOTOR,2812,1984.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45779,PTHZG,HELICÓPTERO,HELIBRAS,AS 350 BA,AS50,TURBOEIXO,MONOMOTOR,2100,1995.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
45780,N118AV,AVIÃO,LEARJET,LR45,***,JATO,BIMOTOR,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
45781,PPGEV,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1992.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
45783,PTNCD,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710,P28B,PISTÃO,MONOMOTOR,1361,1975.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45784,PTLGW,AVIÃO,LEARJET,35A,LJ35,JATO,BIMOTOR,7711,1984.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,LEVE,0
45785,PRRUS,HELICÓPTERO,MIL HELICOPTER,MI-171A1,MI8,TURBOEIXO,BIMOTOR,13000,2011.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
45786,PPPTQ,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2009.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
45789,PPJGE,HELICÓPTERO,AGUSTA,A119,A119,TURBOEIXO,MONOMOTOR,2720,2006.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,INDETERMINADA,LEVE,0
45790,PTEQV,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1977.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45791,PRCRA,AVIÃO,LET AIRCRAFT INDUSTRIES,L410UVP-E20,L410,TURBOÉLICE,BIMOTOR,6600,1990.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
45792,PRAVC,AVIÃO,AIRBUS INDUSTRIE,A319-115,A319,JATO,BIMOTOR,75500,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
45793,PTVAX,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1986.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
45794,PRWJA,AVIÃO,BOEING COMPANY,737-322,B733,JATO,BIMOTOR,58967,1990.0,REGULAR,SALGADO FILHO,MINISTRO VICTOR KONDER,DESCIDA,NENHUM,0
45795,PPGOB,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1993.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45796,PRTTB,AVIÃO,BOEING COMPANY,727-223,B722,JATO,TRIMOTOR,88451,1980.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45797,PPGQY,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1993.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
45798,PPFLZ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1990.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45799,PTRPT,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1983.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,SUBSTANCIAL,0
45800,PRAJR,AVIÃO,PIPER AIRCRAFT,PA-32R-301,P32R,PISTÃO,MONOMOTOR,1633,1993.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45801,PTMXB,AVIÃO,AIRBUS INDUSTRIE,A321-231,A321,JATO,BIMOTOR,89000,2007.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45802,PRSBM,AVIÃO,HAWKER BEECHCRAFT,C90GTI,BE9L,TURBOÉLICE,BIMOTOR,4581,2008.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45803,PRBIO,AVIÃO,RAYTHEON AIRCRAFT,C90GT,BE9L,TURBOÉLICE,BIMOTOR,4581,2006.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,NENHUM,0
45804,PRIOG,AVIÃO,BOEING COMPANY,727-214F,B722,JATO,TRIMOTOR,88360,1979.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
45819,PPCGO,HELICÓPTERO,AGUSTA,AW119MKII,A119,TURBOEIXO,MONOMOTOR,2850,2010.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,DESTRUÍDA,8
45820,PTNUH,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1979.0,INSTRUÇÃO,SOROCABA,ITANHAÉM,DESCIDA,SUBSTANCIAL,2
45821,PTYSY,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,1997.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
45822,PTVCE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1986.0,TÁXI AÉREO,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,POUSADA DO RIO ROOSEVELT,SUBIDA,SUBSTANCIAL,0
45829,PTGVI,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1800,1980.0,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,VOO A BAIXA ALTURA,SUBSTANCIAL,0
45830,PPFLS,AVIÃO,AERO BOERO,AB-180,AB18,PISTÃO,MONOMOTOR,844,1990.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
45831,PPHCP,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,587,1947.0,INSTRUÇÃO,SÍLVIO NAME JÚNIOR,FORA DE AERODROMO,ARREMETIDA NO SOLO,SUBSTANCIAL,0
45833,PRKNB,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1977.0,INSTRUÇÃO,MARICÁ,BARTOLOMEU LISANDRO,SUBIDA,LEVE,0
45834,PPFFY,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1976.0,ADMINISTRAÇÃO DIRETA,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45835,PPFKV,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1990.0,INSTRUÇÃO,BLUMENAU,BLUMENAU,POUSO,SUBSTANCIAL,0
45841,PTRBQ,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1980.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
45842,PRVCI,AVIÃO,CESSNA AIRCRAFT,208B,C208,TURBOÉLICE,MONOMOTOR,3969,2008.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,LEVE,0
45843,PTMZN,AVIÃO,AIRBUS INDUSTRIE,A320-231,A320,JATO,BIMOTOR,77000,1993.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45844,PTMZT,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,2001.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,NENHUM,0
45845,PRGOD,AVIÃO,BOEING COMPANY,737-75B,B737,JATO,BIMOTOR,68038,1998.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
45849,PPGLS,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1992.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,***,0
45850,PUCEM,ULTRALEVE,MARCOS AURELIO DA SILVA,PARADISE P-1,ULAC,PISTÃO,MONOMOTOR,750,2011.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DESCIDA,NENHUM,0
45853,PRHLS,HELICÓPTERO,MD HELICOPTERS,600N,MD60,TURBOEIXO,MONOMOTOR,1860,2007.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45854,PRJMS,AVIÃO,AEROMOT,AMT-600,GURI,PISTÃO,MONOMOTOR,900,2005.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45856,PTWKY,AVIÃO,BEECH AIRCRAFT,95-A55,BE55,PISTÃO,BIMOTOR,2213,1962.0,PARTICULAR,ATLAS BRASIL CANTANHEDE,FLORES,CRUZEIRO,SUBSTANCIAL,0
45857,PTYLN,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,R22,PISTÃO,MONOMOTOR,621,1995.0,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,MANOBRA,SUBSTANCIAL,0
45859,PTGMA,AVIÃO,CESSNA AIRCRAFT,310R,C310,PISTÃO,BIMOTOR,2495,1977.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45860,PPPJI,AVIÃO,EMBRAER,ERJ 170-200 LR,E170,JATO,BIMOTOR,38790,2006.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45861,PRMYP,AVIÃO,AIRBUS INDUSTRIE,A320-214,A320,JATO,BIMOTOR,77000,2012.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45862,PRATR,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,23000,2011.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45864,PRSEE,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2003.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
45865,PTTRW,AVIÃO,EMBRAER,EMB-505,E55P,JATO,BIMOTOR,8150,2012.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
45866,PPGRZ,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,770,1993.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,SUBSTANCIAL,0
45867,PPJFR,HELICÓPTERO,BELL HELICOPTER,206L-4,B06,TURBOEIXO,MONOMOTOR,2018,2009.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45887,PREPJ,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,2006.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
45889,PPXHQ,AVIÃO,***,EMB-202 IPANEMA,ZZZZ,PISTÃO,MONOMOTOR,1800,1998.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,LEVE,0
45890,PRRLZ,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,2005.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,MANOBRA,SUBSTANCIAL,0
45891,PTVLU,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1990.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45892,PTMTQ,AVIÃO,BOEING COMPANY,727-243,B722,JATO,TRIMOTOR,88360,1980.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,LEVE,0
45894,PTLEZ,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,1633,1977.0,TÁXI AÉREO,ALBERTO ALCOLUMBRE,FORA DE AERODROMO,APROXIMAÇÃO FINAL,SUBSTANCIAL,0
45895,PRMAX,AVIÃO,AIRBUS INDUSTRIE,A320-232,A320,JATO,BIMOTOR,77000,2005.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,***,0
45897,PREJX,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1979.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
45898,PREJR,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,757,1983.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
45899,PPRSI,AVIÃO,PIPER AIRCRAFT,J3C-65,J3,PISTÃO,MONOMOTOR,553,1945.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
45900,PTKRF,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1200,1975.0,INSTRUÇÃO,CAMPO DE MARTE,CAMPO DE MARTE,VOO A BAIXA ALTURA,DESTRUÍDA,1
45901,PTISU,AVIÃO,PIPER AIRCRAFT,PA-28R-200,P28R,PISTÃO,MONOMOTOR,1179,1973.0,TÁXI AÉREO,FAZENDA SANTO AMBRÓSIO,BELÉM/BRIGADEIRO PROTÁSIO DE OLIVEIRA,POUSO,SUBSTANCIAL,0
45902,PTJEO,AVIÃO,PIPER AIRCRAFT,PA-28-140,P28A,PISTÃO,MONOMOTOR,975,1974.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,ARREMETIDA NO AR,SUBSTANCIAL,0
45903,PRRST,AVIÃO,CESSNA AIRCRAFT,150L,C150,PISTÃO,MONOMOTOR,726,1972.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,NENHUM,0
45903,PTRBN,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,2073,1980.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,APROXIMAÇÃO FINAL,NENHUM,0
45904,PPMRV,AVIÃO,EMBRAER,EMB-500,E50P,JATO,BIMOTOR,4750,2009.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45912,PTOND,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,1633,1982.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
45913,PTRZQ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,0.0,PARTICULAR,CORONEL ALEXANDRE RAPOSO,CORONEL ALEXANDRE RAPOSO,SUBIDA,SUBSTANCIAL,0
45914,PROMV,HELICÓPTERO,EUROCOPTER FRANCE,EC 225 LP,EC25,TURBOEIXO,BIMOTOR,11000,2012.0,TÁXI AÉREO,CABO FRIO,MACAÉ,TÁXI,SUBSTANCIAL,0
45915,PRBAK,AVIÃO,HAWKER BEECHCRAFT,B200GT,BE20,TURBOÉLICE,BIMOTOR,5670,2009.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
45916,PRGTU,AVIÃO,BOEING COMPANY,737-8EH,B738,JATO,BIMOTOR,70533,2007.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,NENHUM,0
45917,PPPTT,AVIÃO,AEROSPATIALE AND ALENIA,ATR-72-212A,AT72,TURBOÉLICE,BIMOTOR,22500,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,LEVE,0
45918,PUTUK,ULTRALEVE,ANDERSON BRITO SPINELLI,PARADISE P-1,ULAC,PISTÃO,MONOMOTOR,750,2011.0,EXPERIMENTAL,FORA DE AERODROMO,FORA DE AERODROMO,ESTACIONAMENTO,LEVE,0
45927,PTDMC,AVIÃO,SOCATA,ST-10,ST10,PISTÃO,MONOMOTOR,1220,1970.0,PARTICULAR,SOROCABA,TATUÍ,POUSO,SUBSTANCIAL,0
45928,PTAJW,AVIÃO,BEECH AIRCRAFT,95-B55,BE55,PISTÃO,BIMOTOR,2268,1973.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45929,PTNYV,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,P28A,PISTÃO,MONOMOTOR,1157,1982.0,INSTRUÇÃO,CARLOS DRUMMOND DE ANDRADE / PAMPULHA,CARLOS PRATES,POUSO,SUBSTANCIAL,0
45931,PTCRG,AVIÃO,CESSNA AIRCRAFT,150F,C150,PISTÃO,MONOMOTOR,726,1966.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,SUBSTANCIAL,0
45932,PRCMF,AVIÃO,HAWKER BEECHCRAFT,C90GT,BE9L,TURBOÉLICE,BIMOTOR,4581,2006.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,LEVE,0
45933,PRHDD,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,1088,2001.0,PARTICULAR,CÁCERES,RONDONÓPOLIS,POUSO,SUBSTANCIAL,0
45934,PTYCN,HELICÓPTERO,BELL HELICOPTER,206B,B06,TURBOEIXO,MONOMOTOR,1451,1973.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,OPERAÇÃO DE SOLO,SUBSTANCIAL,1
45935,PTVQS,AVIÃO,EMBRAER,EMB-810D,PA34,PISTÃO,BIMOTOR,2155,1993.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,LEVE,0
45936,PTEKM,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,P32R,PISTÃO,MONOMOTOR,1633,1977.0,PARTICULAR,PRESIDENTE JOÃO BATISTA FIGUEIREDO,JUARA SUL,DECOLAGEM,SUBSTANCIAL,0
45937,PTWBJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PA32,PISTÃO,MONOMOTOR,1633,1989.0,TÁXI AÉREO,XAVANTINA,CANARANA,POUSO,SUBSTANCIAL,0
45938,PRIOP,AVIÃO,CESSNA AIRCRAFT,172RG,C72R,PISTÃO,MONOMOTOR,1202,1980.0,PARTICULAR,GURUPI,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45939,PTUKJ,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1800,1987.0,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,SUBSTANCIAL,0
45941,PTALN,AVIÃO,MOONEY AIRCRAFT,M20TN,M20P,PISTÃO,MONOMOTOR,1528,2007.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,SUBSTANCIAL,0
45942,PTKIO,AVIÃO,CESSNA AIRCRAFT,210L,C210,PISTÃO,MONOMOTOR,1724,1974.0,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,SUBSTANCIAL,0
45943,N381AE,HELICÓPTERO,BELL HELICOPTER,206L-3,***,TURBOEIXO,MONOMOTOR,0,0.0,***,FORA DE AERODROMO,FORA DE AERODROMO,PARTIDA DO MOTOR,LEVE,0
45944,PRAYH,AVIÃO,EMBRAER,ERJ 190-200 IGW,E190,TURBOEIXO,BIMOTOR,52290,2010.0,REGULAR,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
45945,PRCHB,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76A,S76,TURBOEIXO,BIMOTOR,4898,1978.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,POUSO,NENHUM,0
45946,PRCHD,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2006.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CIRCUITO DE TRÁFEGO,LEVE,0
45947,PRLCF,HELICÓPTERO,SIKORSKY AIRCRAFT,S-76C,S76,TURBOEIXO,BIMOTOR,5307,2004.0,TÁXI AÉREO,FORA DE AERODROMO,FORA DE AERODROMO,CRUZEIRO,LEVE,0
45948,PREVJ,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,2006.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,TÁXI,NENHUM,0
45949,PREVJ,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,1157,2006.0,INSTRUÇÃO,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,NENHUM,0
